Ticker,Sector,Industry,Region,Market_Cap,Market_Cap_Classification,Volatility_Classification,Growth_vs_Value,P/E_Ratio,Dividend_Yield_percent,52_Week_High,52_Week_Low,Beta,Avg_Volume,Avg_Close_Price
FORM,Technology,Semiconductor Equipment & Materials,North America,3102671104,Small Cap,High Volatility,Growth,23.15607,0.0,63.63,36.11,1.12,587315.5378486055,46.37697219848633
UDR,Real Estate,REIT - Residential,North America,17404329984,Mid Cap,Low Volatility,Growth,120.68421,3.7100002,47.55,33.99,0.847,2522547.410358566,39.308245381511064
MEI,Technology,Electronic Components,North America,384876480,Small Cap,Low Volatility,Unknown,,5.13,25.34,8.54,0.756,520549.80079681275,13.527681434296992
VHI,Basic Materials,Chemicals,North America,739909120,Small Cap,High Volatility,Value,8.28479,1.25,41.75,12.12,1.29,16542.23107569721,20.349621050861252
ODFL,Industrials,Trucking,North America,48066940928,Mid Cap,Low Volatility,Growth,39.36014,0.45999999999999996,233.26,165.49,0.989,1530847.4103585656,198.52130139111523
ARMK,Industrials,Specialty Business Services,North America,10761161728,Mid Cap,High Volatility,Growth,41.10101,1.0299999,42.49,26.58,1.681,2282713.545816733,33.18856303150435
CUB,Unknown,Unknown,North America,308200352,Small Cap,Unknown,Unknown,,0.0,10.55,9.96,,86387.17948717948,10.01242314852201
KHC,Consumer Defensive,Packaged Foods,North America,38657167360,Mid Cap,Low Volatility,Growth,28.801802,5.0,38.96,30.4,0.475,7984806.772908366,34.169740053762006
NGS,Energy,Oil & Gas Equipment & Services,North America,346278240,Small Cap,High Volatility,Growth,21.6875,0.0,28.5,12.75,1.029,66903.58565737052,19.455577709760323
ONTO,Technology,Semiconductor Equipment & Materials,North America,8109063168,Small Cap,High Volatility,Growth,44.49322,0.0,238.93,134.11,1.37,572142.2310756972,188.6149002622323
IDT,Communication Services,Telecom Services,North America,1303806720,Small Cap,Low Volatility,Growth,20.33071,0.38999999999999996,52.55,27.09,0.774,87342.23107569721,38.16750742239781
TTWO,Communication Services,Electronic Gaming & Multimedia,North America,33084616704,Mid Cap,Low Volatility,Unknown,,0.0,190.43,135.24,0.85,1685524.3027888446,155.79147393579976
WTRG,Utilities,Utilities - Regulated Water,North America,11061329920,Mid Cap,Low Volatility,Growth,20.115578,3.25,41.78,33.57,0.836,1526786.0557768925,37.10708721510443
VRTS,Financial Services,Asset Management,North America,1733353984,Small Cap,High Volatility,Value,15.013373,3.64,263.39,190.42,1.444,42951.394422310754,221.05636353511736
DLX,Industrials,Conglomerates,North America,1030214656,Small Cap,High Volatility,Value,18.685484,5.1799998,24.87,18.26,1.452,235162.1513944223,19.99388277578164
EA,Communication Services,Electronic Gaming & Multimedia,North America,42926219264,Mid Cap,Low Volatility,Growth,41.966663,0.45999999999999996,168.5,124.92,0.781,2028606.374501992,140.0949800346952
SF,Financial Services,Capital Markets,North America,11901577216,Mid Cap,High Volatility,Growth,20.902527,1.45000005,119.12,62.79,1.081,568995.219123506,82.62237904461257
XOM,Energy,Oil & Gas Integrated,North America,518444810240,Large Cap,Low Volatility,Value,14.689913,3.36,126.34,95.77,0.88,16762449.800796812,110.70074575355804
FDX,Industrials,Integrated Freight & Logistics,North America,74125393920,Mid Cap,High Volatility,Value,18.694874,1.82,313.84,234.45,1.177,1921455.7768924304,267.2467841646111
ANF,Consumer Cyclical,Apparel Retail,North America,7540035072,Small Cap,High Volatility,Value,14.820792,0.0,196.99,75.69,1.512,1671236.2549800796,134.39239039934014
AMD,Technology,Semiconductors,North America,222608965632,Large Cap,High Volatility,Growth,122.477684,0.0,227.3,116.37,1.706,55277277.290836655,158.25143435656787
CAC,Financial Services,Banks - Regional,North America,693581696,Small Cap,Low Volatility,Value,14.721875,3.5700000000000003,50.07,28.62,0.713,50764.541832669325,35.51240641377362
POST,Consumer Defensive,Packaged Foods,North America,7042454016,Small Cap,Low Volatility,Growth,21.361704,0.0,121.07,85.17,0.596,543039.4422310757,105.35717122963226
UPS,Industrials,Integrated Freight & Logistics,North America,115785179136,Large Cap,Low Volatility,Growth,20.50151,4.8,163.82,123.12,0.982,4104184.06374502,137.80428052803435
WINA,Consumer Cyclical,Specialty Retail,North America,1450140672,Small Cap,Low Volatility,Growth,37.72207,0.8699999999999999,451.3,330.25,0.78,26175.697211155377,365.89506050505014
ADUS,Healthcare,Medical Care Facilities,North America,2227469824,Small Cap,High Volatility,Growth,28.10984,0.0,136.12,85.94,1.044,128360.1593625498,110.94302781549582
PBH,Healthcare,Drug Manufacturers - Specialty & Generic,North America,4188104192,Small Cap,Low Volatility,Growth,20.67561,0.0,86.36,57.95,0.471,251094.8207171315,69.11239044979749
LPG,Energy,Oil & Gas Midstream,North America,1047426112,Small Cap,High Volatility,Value,4.168654,16.350001,51.659,23.92,1.124,766881.2749003984,35.833178060463226
UTI,Consumer Defensive,Education & Training Services,North America,1401393408,Small Cap,High Volatility,Growth,34.493336,0.0,26.43,10.46,1.346,510080.0796812749,15.748725100817433
C,Financial Services,Banks - Diversified,North America,134033604608,Large Cap,High Volatility,Growth,20.190884,3.08,71.19,46.41,1.426,14804083.266932271,58.833556566580356
AGX,Industrials,Engineering & Construction,North America,2105127680,Small Cap,Low Volatility,Growth,48.73125,0.9599999499999999,165.33,39.74,0.471,169961.7529880478,74.15850950142301
FDS,Financial Services,Financial Data & Stock Exchanges,North America,18639964160,Mid Cap,Low Volatility,Growth,35.325413,0.8500000000000001,499.87,391.84,0.752,265147.01195219124,442.7064951862472
UMH,Real Estate,REIT - Residential,North America,1519610880,Small Cap,High Volatility,Growth,147.69232,4.4799999999999995,20.64,14.09,1.288,414232.27091633464,16.3982182878897
PRGO,Healthcare,Drug Manufacturers - Specialty & Generic,North America,3934581504,Small Cap,Low Volatility,Unknown,,3.8699999999999997,34.6,23.89,0.484,1662013.9442231075,28.50547761651149
ATSG,Industrials,Airlines,North America,1446059392,Small Cap,Low Volatility,Unknown,,0.0,22.27,11.62,0.809,664937.8486055777,15.245896400208492
BH,Consumer Cyclical,Restaurants,North America,667138816,Small Cap,High Volatility,Value,5.937641,0.0,219.0,145.95,1.361,2823.5059760956174,181.0333865952207
FUL,Basic Materials,Specialty Chemicals,North America,4200277760,Small Cap,High Volatility,Growth,23.804953,1.16,87.67,72.6,1.416,301471.31474103587,78.3594799269718
CPS,Consumer Cyclical,Auto Parts,North America,267521152,Small Cap,High Volatility,Unknown,,0.0,20.82,11.24,2.746,141192.43027888445,14.902828680091645
RGEN,Healthcare,Medical Instruments & Supplies,North America,8434258944,Small Cap,Low Volatility,Unknown,,0.0,211.13,113.5,0.959,660435.8565737052,159.98952183210517
FBNC,Financial Services,Banks - Regional,North America,1978625152,Small Cap,High Volatility,Value,19.07258,1.8599999999999999,50.34,29.53,1.036,169041.8326693227,36.59381687118713
NWBO,Healthcare,Biotechnology,North America,363285984,Small Cap,Unknown,Unknown,,0.0,0.86,0.24,,1915980.876494024,0.4572111560528972
GBX,Industrials,Railroads,North America,2135560448,Small Cap,High Volatility,Value,13.709678,1.76,68.9,38.12,1.479,315176.4940239044,49.71941219193052
EXTR,Technology,Communication Equipment,North America,2193441024,Small Cap,High Volatility,Unknown,,0.0,18.77,10.5,1.77,1835706.374501992,13.84573699753598
TBBK,Financial Services,Banks - Regional,North America,2830390016,Small Cap,High Volatility,Value,14.755051,0.0,61.17,29.92,1.462,617369.3227091633,42.80330665557983
NEU,Basic Materials,Specialty Chemicals,North America,5181112832,Small Cap,Low Volatility,Value,11.8489895,1.87,650.0,494.04,0.512,36585.657370517925,556.2679998998148
GDDY,Technology,Software - Infrastructure,North America,27776366592,Mid Cap,High Volatility,Value,15.843625,0.0,202.56,99.9,1.114,1467044.6215139441,137.01438271571917
WSBF,Financial Services,Banks - Regional,North America,292340096,Small Cap,Low Volatility,Growth,20.958332,3.9800000000000004,16.86,10.6,0.642,46553.78486055777,13.141751536335128
SHO,Real Estate,REIT - Hotel & Motel,North America,2159685632,Small Cap,High Volatility,Value,14.333333,3.35,11.59,9.39,1.249,2120493.625498008,10.317555024804347
KNX,Industrials,Trucking,North America,9609967616,Small Cap,Low Volatility,Growth,258.08694,1.08,60.99,45.55,0.934,2051315.93625498,52.79552870062718
KCLI,Financial Services,Insurance - Life,North America,350539456,Small Cap,Low Volatility,Value,6.1774745,1.55,39.01,29.0,0.587,841.8326693227092,35.54523170896735
SRDX,Healthcare,Medical Devices,North America,566450752,Small Cap,High Volatility,Unknown,,0.0,42.44,25.17,1.202,217737.8486055777,36.063745042717315
RYAM,Basic Materials,Chemicals,North America,580718208,Small Cap,High Volatility,Unknown,,0.0,10.28,3.15,3.011,531297.2111553785,5.795418349870173
IRDM,Communication Services,Telecom Services,North America,3383562496,Small Cap,Low Volatility,Growth,31.956987,1.8800000000000001,41.66,24.14,0.645,1055739.043824701,29.946671603685356
TAP,Consumer Defensive,Beverages - Brewers,North America,12615121920,Mid Cap,Low Volatility,Value,13.977478,2.8399997999999997,69.18,49.19,0.827,1879217.9282868525,57.65291119761676
TBPH,Healthcare,Biotechnology,North America,463221504,Small Cap,Low Volatility,Unknown,,0.0,11.71,7.44,0.251,349632.27091633464,9.10209166196238
KPTI,Healthcare,Biotechnology,North America,106830776,Small Cap,Low Volatility,Unknown,,0.0,1.95,0.617,0.154,1243627.888446215,0.9840996020818612
CNXC,Technology,Information Technology Services,North America,2913600512,Small Cap,Low Volatility,Value,14.884107,2.96,106.1,36.28,0.674,576041.0358565737,66.37253483928058
APOG,Industrials,Building Products & Equipment,North America,1847820032,Small Cap,Low Volatility,Value,17.765823,1.1900000000000002,87.93,46.25,0.97,148854.18326693226,62.6218760365034
ICE,Financial Services,Financial Data & Stock Exchanges,North America,92551520256,Mid Cap,High Volatility,Growth,38.142185,1.1199999999999999,167.99,111.82,1.092,2605204.3824701197,141.82527604426045
TTC,Industrials,Tools & Accessories,North America,8935714816,Small Cap,Low Volatility,Growth,22.855644,1.6500000000000001,102.0,77.15,0.694,870221.1155378486,88.33522468354123
FN,Technology,Electronic Components,North America,8507724288,Small Cap,Low Volatility,Growth,27.79384,0.0,278.38,159.69,0.947,486156.17529880477,217.53374472082373
ON,Technology,Semiconductors,North America,30282682368,Mid Cap,High Volatility,Value,17.647642,0.0,86.77,59.34,1.654,6607064.940239044,73.18613552382268
FGEN,Healthcare,Biotechnology,North America,42797020,Small Cap,Low Volatility,Unknown,,0.0,2.93,0.18,0.726,2152963.346613546,0.9973864528049986
RNG,Technology,Software - Application,North America,3441786880,Small Cap,Low Volatility,Unknown,,0.0,40.98,26.98,0.992,1243990.0398406375,32.894063782406995
CWST,Industrials,Waste Management,North America,7108852224,Small Cap,Low Volatility,Growth,1029.1818,0.0,114.56,80.04,0.995,311494.0239043825,97.05470129978134
TSN,Consumer Defensive,Farm Products,North America,22935490560,Mid Cap,Low Volatility,Growth,28.666666,3.1,66.88,47.92,0.775,2497560.15936255,56.89124813307804
STRA,Consumer Defensive,Education & Training Services,North America,2446130432,Small Cap,Low Volatility,Value,18.820951,2.4300002000000003,123.62,85.11,0.576,128744.22310756972,99.45856098919751
OIS,Energy,Oil & Gas Equipment & Services,North America,350897248,Small Cap,High Volatility,Unknown,,0.0,7.27,3.91,2.642,996504.3824701195,5.269920310176226
SWK,Industrials,Tools & Accessories,North America,13839256576,Mid Cap,High Volatility,Unknown,,3.6700000000000004,110.88,77.7,1.255,1436922.310756972,91.30566005022877
FYBR,Communication Services,Telecom Services,North America,8668213248,Small Cap,High Volatility,Unknown,,0.0,39.21,20.51,1.105,2197850.199203187,27.59846610567009
GTLS,Industrials,Specialty Industrial Machinery,North America,8373851136,Small Cap,High Volatility,Growth,54.90057,0.0,196.91,101.6,1.712,662123.9043824701,139.29916348400343
LNT,Utilities,Utilities - Regulated Electric,North America,16317166592,Mid Cap,Low Volatility,Growth,24.59144,3.04,64.19,46.8,0.574,1640001.593625498,52.54319050397531
GIII,Consumer Cyclical,Apparel Manufacturing,North America,1300297728,Small Cap,High Volatility,Value,7.4447236,0.0,35.68,20.66,2.197,581969.7211155378,29.296254967313363
SSD,Basic Materials,Lumber & Wood Production,North America,7943716352,Small Cap,High Volatility,Growth,24.953642,0.58999998,218.38,157.42,1.32,273223.5059760956,183.18945537430358
OLLI,Consumer Defensive,Discount Stores,North America,6201711104,Small Cap,Low Volatility,Growth,30.167683,0.0,104.98,68.05,0.844,1044761.3545816733,84.89535853777274
MANH,Technology,Software - Application,North America,17570144256,Mid Cap,High Volatility,Growth,81.32194,0.0,307.5,199.23,1.517,418289.2430278885,245.62083659988951
CASS,Industrials,Specialty Business Services,North America,608849984,Small Cap,Low Volatility,Growth,26.708334,2.76,50.25,37.99,0.711,41765.73705179283,42.88920345534366
PLPC,Industrials,Electrical Equipment & Parts,North America,667004032,Small Cap,Low Volatility,Growth,20.423424,0.58999998,145.28,109.01,0.624,14765.338645418327,126.30576555472446
VSH,Technology,Semiconductors,North America,2575501568,Small Cap,High Volatility,Growth,30.806452,2.09,24.72,14.95,1.1,1297020.717131474,21.082821963792778
EXC,Utilities,Utilities - Regulated Electric,North America,39751077888,Mid Cap,Low Volatility,Value,16.279835,3.8399997999999997,41.43,33.35,0.61,7042666.932270916,36.42717612217147
RGLS,Healthcare,Biotechnology,North America,107420168,Small Cap,High Volatility,Unknown,,0.0,3.79,1.08,1.628,1116703.984063745,1.7663346581250072
ARWR,Healthcare,Biotechnology,North America,3253958400,Small Cap,Low Volatility,Unknown,,0.0,39.83,17.05,0.934,1274399.203187251,25.776035924356773
PAYX,Technology,Software - Application,North America,52642279424,Mid Cap,Low Volatility,Growth,31.121279,2.6800001,150.71,114.72,0.987,1813502.390438247,124.79379065768177
WNC,Industrials,Farm & Heavy Construction Machinery,North America,859372736,Small Cap,High Volatility,Unknown,,1.6099999999999999,30.07,15.94,1.528,596795.219123506,22.469951591643678
AJX,Real Estate,REIT - Mortgage,North America,138079232,Small Cap,High Volatility,Unknown,,9.21,6.01,2.92,1.846,139292.82868525895,3.6640987871177644
INCY,Healthcare,Biotechnology,North America,14535428096,Mid Cap,Low Volatility,Growth,828.7777,0.0,83.95,50.35,0.71,2351324.302788845,62.0800796751957
EVLV,Industrials,Security & Protection Services,North America,638077504,Small Cap,High Volatility,Unknown,,0.0,5.73,2.01,1.336,1705830.6772908366,3.701454180645278
AFL,Financial Services,Insurance - Life,North America,63385825280,Mid Cap,Low Volatility,Value,16.93908,1.7500000000000002,115.5,75.08,0.958,2208896.4143426293,92.00467070925284
TROX,Basic Materials,Chemicals,North America,1910892416,Small Cap,High Volatility,Unknown,,4.1300002000000005,20.7,10.69,1.647,1103065.3386454184,14.699853072603386
HALO,Healthcare,Biotechnology,North America,6166708224,Small Cap,High Volatility,Value,15.960265,0.0,65.53,33.15,1.29,1348323.90438247,46.89458172254828
ITRI,Technology,Scientific & Technical Instruments,North America,5378737152,Small Cap,High Volatility,Growth,24.33881,0.0,124.9,67.21,1.466,506947.80876494024,95.53147423124884
MCD,Consumer Cyclical,Restaurants,North America,212126695424,Large Cap,Low Volatility,Growth,25.965792,2.39,317.9,243.53,0.735,3444482.470119522,279.5383629057987
MNKD,Healthcare,Biotechnology,North America,1869774848,Small Cap,High Volatility,Growth,84.75001,0.0,7.63,3.17,1.296,2666750.597609562,5.010199220057028
LEN,Consumer Cyclical,Residential Construction,North America,46908121088,Mid Cap,High Volatility,Value,11.587376,1.15,193.8,130.29,1.619,2058579.6812749004,161.8931438552431
EMKR,Technology,Electronic Components,North America,27220110,Small Cap,High Volatility,Unknown,,0.0,7.2,0.78,1.574,478839.9203187251,2.6884063715003874
STWD,Real Estate,REIT - Mortgage,North America,7041257472,Small Cap,High Volatility,Value,17.262712,9.43,22.29,18.43,1.737,2339713.545816733,19.146402374206787
SPOK,Healthcare,Health Information Services,North America,333886048,Small Cap,Low Volatility,Growth,23.112677,7.62,18.14,13.24,0.304,139721.11553784861,14.812553565340687
INN,Real Estate,REIT - Hotel & Motel,North America,713390400,Small Cap,High Volatility,Growth,131.59999,4.8600003,7.22,5.66,2.054,777114.7410358565,6.193312073133856
MDLZ,Consumer Defensive,Confectioners,North America,86997917696,Mid Cap,Low Volatility,Growth,23.031914,2.8900001,77.2,63.4,0.561,6716774.103585658,69.49738326965576
AOSL,Technology,Semiconductors,North America,1203907328,Small Cap,High Volatility,Unknown,,0.0,47.45,19.38,2.427,276319.9203187251,30.023745046668793
EHTH,Financial Services,Insurance Brokers,North America,167430400,Small Cap,Low Volatility,Unknown,,0.0,9.45,3.58,0.48,253941.0358565737,5.497729090580427
MS,Financial Services,Capital Markets,North America,212028981248,Large Cap,High Volatility,Growth,20.00152,2.8099999,136.24,79.33,1.336,7150810.3585657375,97.03862963064734
PFG,Financial Services,Asset Management,North America,19963203584,Mid Cap,High Volatility,Unknown,,3.35,91.98,72.21,1.203,1134872.111553785,80.39737601109235
ALEX,Real Estate,REIT - Retail,North America,1436679424,Small Cap,High Volatility,Growth,24.0,4.52,20.3,15.53,1.283,325234.26294820715,17.463425412121047
FIS,Technology,Information Technology Services,North America,46056202240,Mid Cap,High Volatility,Growth,87.93815,1.6900001000000002,91.98,57.13,1.074,3931704.780876494,73.79528375450833
CNMD,Healthcare,Medical Devices,North America,2287162368,Small Cap,High Volatility,Value,17.545025,1.08,117.27,61.05,1.461,472974.9003984064,78.17888542570441
PZZA,Consumer Cyclical,Restaurants,North America,1626530944,Small Cap,High Volatility,Value,17.242214,3.6900000000000004,78.67,39.9,1.19,965478.0876494024,56.34891549524558
BIO,Healthcare,Medical Devices,North America,9463771136,Small Cap,Low Volatility,Unknown,,0.0,387.99,262.12,0.936,248304.780876494,317.4444223837074
SAIC,Technology,Information Technology Services,North America,6152872448,Small Cap,Low Volatility,Growth,22.22719,1.1900000000000002,156.34,112.0,0.693,325595.219123506,129.55527663515858
PCAR,Industrials,Farm & Heavy Construction Machinery,North America,61343215616,Mid Cap,Low Volatility,Value,13.087249,1.0299999,125.5,90.04,0.89,2578813.147410359,104.22370269289054
TRST,Financial Services,Banks - Regional,North America,714032320,Small Cap,Low Volatility,Value,15.0161295,3.8699999999999997,38.89,25.83,0.821,81455.37848605578,29.921329885839942
MRIN,Technology,Software - Application,North America,7167059,Small Cap,Low Volatility,Unknown,,0.0,5.46,1.44,0.571,540090.1832669323,2.2963346618105214
CAMP,Healthcare,Biotechnology,North America,96571672,Small Cap,Unknown,Unknown,,0.0,12.3,4.06,,100600.0,9.13342855998448
LE,Consumer Cyclical,Apparel Retail,North America,497521952,Small Cap,High Volatility,Unknown,,0.0,19.88,6.57,2.792,113355.37848605578,13.060697198389061
CELH,Consumer Defensive,Beverages - Non-Alcoholic,North America,6686632448,Small Cap,High Volatility,Growth,39.51389,0.0,99.62,25.23,1.845,5914445.019920318,55.61748996293877
QDEL,Healthcare,Medical Devices,North America,2765597696,Small Cap,Low Volatility,Unknown,,0.0,75.86,29.74,0.116,956408.3665338645,47.284820503447634
COST,Consumer Defensive,Discount Stores,North America,430614740992,Large Cap,Low Volatility,Growth,58.830505,0.47999998000000005,976.3,591.46,0.789,1990399.6015936255,794.0347324082576
DAY,Technology,Software - Application,North America,12614422528,Mid Cap,High Volatility,Growth,235.2647,0.0,82.69,47.08,1.271,1589840.637450199,62.46812741404985
CMPR,Industrials,Specialty Business Services,North America,2019826176,Small Cap,High Volatility,Value,13.940972,0.0,104.92,58.05,2.05,149582.86852589643,84.8484857870763
JCI,Industrials,Building Products & Equipment,North America,55530835968,Mid Cap,High Volatility,Growth,40.31731,1.76,87.16,51.7,1.306,5091901.195219124,66.40056920146561
NTCT,Technology,Software - Infrastructure,North America,1579215232,Small Cap,Low Volatility,Unknown,,0.0,24.42,17.1,0.578,653858.5657370518,20.667051778846528
ORC,Real Estate,REIT - Mortgage,North America,622033856,Small Cap,High Volatility,Value,6.385246,18.490000000000002,9.08,7.41,1.856,1615928.2868525896,7.55892681980513
LWAY,Consumer Defensive,Packaged Foods,North America,367595968,Small Cap,High Volatility,Growth,28.430233,0.0,28.61,9.93,1.046,138017.13147410357,17.346812692771394
XYL,Industrials,Specialty Industrial Machinery,North America,30793277440,Mid Cap,High Volatility,Growth,36.31805,1.1400000000000001,146.08,104.95,1.05,1237215.5378486055,127.6071507123362
CRVL,Financial Services,Insurance Brokers,North America,6257913344,Small Cap,High Volatility,Growth,77.57961,0.0,381.73,212.7,1.099,36957.768924302785,272.4552199527087
KTOS,Industrials,Aerospace & Defense,North America,4092594688,Small Cap,High Volatility,Growth,270.9,0.0,28.62,16.71,1.022,1125983.6653386455,20.756892405658128
WEYS,Consumer Cyclical,Footwear & Accessories,North America,341362592,Small Cap,Low Volatility,Value,11.824503,2.91,41.05,27.05,0.692,12417.529880478087,29.722924525044355
GRC,Industrials,Specialty Industrial Machinery,North America,1117291520,Small Cap,Low Volatility,Growth,29.17808,1.7399999999999998,43.79,30.47,0.915,83949.80079681275,36.47595691300958
HCA,Healthcare,Medical Care Facilities,North America,82883837952,Mid Cap,High Volatility,Value,14.686714,0.8099999999999999,417.14,250.67,1.689,1198644.2231075696,332.4344704312632
SEAC,Technology,Software - Application,North America,17521486,Small Cap,Low Volatility,Unknown,,0.0,7.3,1.5,0.992,1186.0557768924302,4.964581701385073
MSM,Industrials,Industrial Distribution,North America,4801009664,Small Cap,Low Volatility,Value,18.751091,3.9600000000000004,104.76,75.05,0.826,561320.3187250996,87.50154344779087
FBIN,Industrials,Building Products & Equipment,North America,9726896128,Small Cap,High Volatility,Growth,22.05634,1.23000005,90.54,62.54,1.576,1192488.4462151395,76.66215328201355
ENS,Industrials,Electrical Equipment & Parts,North America,3849020672,Small Cap,High Volatility,Value,13.710638,0.9900000000000001,112.53,86.41,1.246,252423.90438247012,97.48383452882804
KMB,Consumer Defensive,Household & Personal Products,North America,46471135232,Mid Cap,Low Volatility,Value,18.05052,3.5000000000000004,149.31,117.67,0.412,2083125.498007968,131.09703462152368
PRLB,Industrials,Metal Fabrication,North America,1009571008,Small Cap,High Volatility,Growth,43.81915,0.0,42.66,25.76,1.319,201588.04780876494,33.22418320796404
ARAY,Healthcare,Medical Devices,North America,224259952,Small Cap,High Volatility,Unknown,,0.0,3.05,1.4,1.404,648368.1274900398,2.1532270908355713
GRMN,Technology,Scientific & Technical Instruments,North America,40824512512,Mid Cap,Low Volatility,Growth,27.013979,1.4099999,216.44,119.15,0.983,855329.8804780877,156.85051560116955
AVY,Consumer Cyclical,Packaging & Containers,North America,16547341312,Mid Cap,Low Volatility,Growth,24.753607,1.71,233.48,190.04,0.896,464135.05976095615,211.41124473055046
WTBA,Financial Services,Banks - Regional,North America,403815968,Small Cap,Low Volatility,Value,18.795277,4.19,24.85,15.8,0.94,28346.215139442233,18.433968205850913
CDTX,Healthcare,Biotechnology,North America,221075152,Small Cap,Low Volatility,Unknown,,0.0,24.4,10.0,0.994,42585.258964143424,13.465952189320111
SLB,Energy,Oil & Gas Equipment & Services,North America,62049869824,Mid Cap,High Volatility,Value,14.128617,2.5,55.69,38.66,1.532,11070858.167330677,46.743101066802126
BRX,Real Estate,REIT - Retail,North America,9173664768,Small Cap,High Volatility,Growth,27.84259,3.82,30.67,20.8,1.546,2292907.5697211158,23.87977102363252
MTX,Basic Materials,Specialty Chemicals,North America,2601161216,Small Cap,High Volatility,Value,17.318472,0.54,90.3,62.49,1.308,161321.11553784861,75.13289269983056
RH,Consumer Cyclical,Specialty Retail,North America,7144655360,Small Cap,High Volatility,Growth,185.16348,0.0,398.22,212.43,2.43,734024.3027888446,283.0910760036028
JRVR,Financial Services,Insurance - Specialty,North America,178176848,Small Cap,Low Volatility,Value,18.76,0.8500000000000001,11.49,4.35,0.177,735747.0119521912,7.819636960428549
ZI,Technology,Software - Application,North America,3996163072,Small Cap,High Volatility,Growth,364.66666,0.0,19.39,7.65,1.037,7082583.665338646,13.329183301127765
ACET,Healthcare,Biotechnology,North America,93113128,Small Cap,High Volatility,Unknown,,0.0,3.77,0.886,1.698,1061402.390438247,1.7434063788904137
CI,Healthcare,Healthcare Plans,North America,93960077312,Mid Cap,Low Volatility,Growth,32.049335,1.66,370.83,253.95,0.511,1619802.390438247,331.83852863691715
FIVE,Consumer Cyclical,Specialty Retail,North America,5116011008,Small Cap,High Volatility,Value,18.284023,0.0,216.18,64.87,1.203,1412088.844621514,134.50984079429352
AMP,Financial Services,Asset Management,North America,55683465216,Mid Cap,High Volatility,Growth,21.932364,1.0299999,577.0,349.9,1.334,473387.64940239047,432.0548423979862
TSCO,Consumer Cyclical,Specialty Retail,North America,30307020800,Mid Cap,Low Volatility,Growth,27.621227,1.55,307.64,205.48,0.814,1065831.87250996,257.5069378248724
BMRN,Healthcare,Biotechnology,North America,12584196096,Mid Cap,Low Volatility,Growth,39.777107,0.0,99.56,61.15,0.31,1810951.7928286854,83.13513952612402
FLR,Industrials,Engineering & Construction,North America,9627193344,Small Cap,High Volatility,Growth,38.710342,0.0,60.1,35.04,1.911,1735372.5099601594,43.907529838531616
HRTG,Financial Services,Insurance - Property & Casualty,North America,381404608,Small Cap,Low Volatility,Value,4.9130435,0.0,16.9,5.51,0.986,469675.6972111554,9.403027887838295
ATEN,Technology,Software - Infrastructure,North America,1264175616,Small Cap,High Volatility,Growth,25.833332,1.4099999,17.18,12.27,1.11,731803.5856573705,13.817160822955735
SFBS,Financial Services,Banks - Regional,North America,5295944192,Small Cap,Low Volatility,Growth,25.609625,1.25,101.37,53.63,0.867,206214.74103585657,69.87376529951969
MHO,Consumer Cyclical,Residential Construction,North America,4489657856,Small Cap,High Volatility,Value,8.86305,0.0,176.18,108.1,2.241,284092.4302788845,137.6915137606313
SR,Utilities,Utilities - Regulated Gas,North America,4227256832,Small Cap,Low Volatility,Value,17.467781,4.62,73.64,56.36,0.541,422226.2948207171,61.4991413435613
AVTR,Healthcare,Medical Instruments & Supplies,North America,14333730816,Mid Cap,High Volatility,Growth,46.8,0.0,28.0,19.59,1.348,6491760.956175298,23.77601588579763
CALX,Technology,Software - Infrastructure,North America,2157259520,Small Cap,High Volatility,Unknown,,0.0,45.15,26.76,1.75,753996.015936255,35.92231087855609
CVGW,Consumer Defensive,Food Distribution,North America,493282304,Small Cap,Low Volatility,Unknown,,2.8900001,31.26,20.3,0.573,206164.94023904382,26.315946837345443
CHRW,Industrials,Integrated Freight & Logistics,North America,12480083968,Mid Cap,Low Volatility,Growth,36.53287,2.35,113.1,65.0,0.842,1489749.0039840636,88.28364499156693
BA,Industrials,Aerospace & Defense,North America,116296482816,Large Cap,High Volatility,Unknown,,0.0,267.54,137.03,1.572,8922940.239043824,184.35992060809497
MOS,Basic Materials,Agricultural Inputs,North America,8404886016,Small Cap,High Volatility,Growth,23.415928,3.17,38.3,24.12,1.36,4304056.972111554,29.390161468688234
AAON,Industrials,Building Products & Equipment,North America,11081660416,Mid Cap,Low Volatility,Growth,59.798244,0.22999999999999998,144.07,62.01,0.791,585494.8207171315,88.6931396575563
AJG,Financial Services,Insurance Brokers,North America,69160534016,Mid Cap,Low Volatility,Growth,59.474285,0.77,316.72,218.63,0.727,874385.2589641435,260.3543721233231
JAKK,Consumer Cyclical,Leisure,North America,320147424,Small Cap,High Volatility,Value,10.079584,0.0,36.84,17.06,2.322,110552.98804780876,25.260159336713205
OHI,Real Estate,REIT - Healthcare Facilities,North America,11281255424,Mid Cap,Low Volatility,Growth,29.860294,6.6000000000000005,44.42,27.53,0.978,1730119.123505976,33.11961839683502
NTRS,Financial Services,Asset Management,North America,22033913856,Mid Cap,High Volatility,Value,13.843089,2.7,111.87,76.67,1.073,1293388.047808765,86.04634483307007
TGT,Consumer Defensive,Discount Stores,North America,60626030592,Mid Cap,High Volatility,Value,14.030752,2.87,181.86,120.21,1.242,4370565.737051792,148.27361704913744
